mean,std,peak,autocorr,skewness,kurtosis,label
0.1803811308188,1.05115090696945,0.03590633717304,1.08752036566803,-1.46582310148678,2.1676721608289,none
0.184893371718828,1.02387657972106,0.011798796950412,1.08912545747312,-0.464678212783799,-1.47817341001392,none
0.186103259218863,1.02074284771148,0.011355006017939,1.08228425960858,-0.994565941124128,-0.546411785734096,none
0.187381122730705,1.01497324459636,0.00986321263288201,1.09201831615574,-1.66305723325597,1.9419925540842,none
0.187783066788791,1.01209373758698,0.009789550872954,1.07005558657367,-2.0169357049492,4.23919565459369,none
0.184666101230515,1.04126632410662,0.023290232689049,0.986503415231894,-1.40576249083169,0.502613806609324,none
0.17894385392881,1.0677955123306,0.031965010776512,0.972458240642358,-0.578774262964946,-1.28141994869383,none
0.172265720717773,1.07991041959387,0.036181728465746,0.940109226066693,0.114922621206804,-1.57096352777919,none
0.157932848339368,1.04961908908054,0.02794811157243,0.879931068624627,0.282644737615051,-0.51667093186318,none
0.156302816270919,1.0348292889699,0.016079335851857,0.923223789871778,-0.846318086160782,-0.704938474500161,none
0.159920767571577,1.02118654473248,0.015253439487453,0.934499548367058,-2.35083716127729,5.53558172081343,none
0.16117560664772,1.00877975255161,0.00464707413988799,0.918154183447975,0.503128384208847,-0.999109222831948,none
0.158269360393624,1.02954306478221,0.015676759087211,0.877562457397918,-0.588600971497472,-0.737513281490403,none
0.148306100011301,1.06412622663329,0.025533898901392,0.872661510806669,-0.236969986504021,-1.47922971060109,none
0.140608031431698,1.03975225847568,0.019867678980822,0.801710852930884,1.21891667735712,0.607398059623683,none
0.138561575817598,1.02479011583876,0.012596689397625,0.825571717604056,0.496709634606141,-0.751670526583176,none
0.140925476868746,1.0256578877284,0.012596689397625,0.812749291081994,-0.611487474573662,-0.570294218219754,none
0.14176147230713,1.01765799256523,0.00813768589254499,0.800060627135147,-0.0494793961361603,-1.11019440815599,none
0.140927307023589,1.02082391796829,0.013651736048945,0.834922992297181,0.96169615001569,1.33681469092689,none
0.148410240120508,1.06672665080588,0.0285302221285,0.928261027197013,0.355060420250851,-1.3860871136788,none
0.16726920162595,1.10304830711994,0.047480938303395,1.0876424741428,0.139600382059684,-1.41127654846043,none
0.184505564498935,1.0708213534503,0.043789960298661,1.13021002318475,-1.0808073487101,-0.0175378030376172,none
0.195747259842728,1.02594184581218,0.014767790681757,1.16354067751426,-0.102304384342095,-1.53571176387821,none
0.201217496228072,1.01382513589065,0.010186035435257,1.17046282826166,-0.671555508758982,-0.377735888867308,none
0.209237094927846,1.01924049594321,0.011074331289592,1.22728644989581,0.139978233015318,-1.52961825219971,none
0.21276,1.011825,0.009381,1.235366,-1.48203,1.51582,none
0.213984,1.003997,0.003395,1.232406,0.130712,-0.491634,none
0.214398,1.003412,0.002691,1.238857,0.313203,-0.738097,none
0.214531,1.007235,0.006635,1.248401,1.433936,1.938624,none
0.218792,1.008041,0.007099,1.269604,-0.000936,-0.410415,none
0.220105,1.008184,0.007602,1.273402,0.56041,0.282997,none
0.220845,1.006347,0.005462,1.270479,1.175658,0.752461,none
0.220182,1.008122,0.006911,1.258065,0.918841,0.242836,none
0.220762,1.009398,0.007076,1.288849,0.24716,-1.138293,none
0.221208,1.008899,0.007076,1.271523,-0.210355,-0.897713,none
0.218489,1.021053,0.013417,1.219896,-0.523821,-1.266227,none
0.213867,1.020681,0.014126,1.208469,0.848256,-0.687956,none
0.21123,1.012084,0.010584,1.200584,1.082999,1.259764,none
0.20522,1.141746,0.104337,1.17163,-4.441024,18.169385,none
0.172164945351504,1.40792170711352,0.151702176290841,1.28081438812337,-0.95506839360121,-0.429387619620041,double_click
0.170941999155552,1.40234538489578,0.149855027845153,1.10435049234182,-0.967320071423442,-0.378392283953088,double_click
0.171252452658236,1.40395115707163,0.152767554678634,1.30059502042613,-0.955879760059058,-0.396125747509476,double_click
0.172262239046059,1.40925694631196,0.158941090895252,1.23406947829328,-0.915593657046873,-0.452677056816022,double_click
0.201878364240006,1.2048246589385,0.115308371472912,1.26660482880793,-2.05799583080168,3.15797340480005,none
0.209767364390796,1.05457887316475,0.032476581728541,1.16074592906044,-0.597360147478672,-1.10308407122388,none
0.194791725518248,1.07451337155592,0.044359849751449,1.05039414884491,0.536975556779505,-0.881300507241899,none
0.178428183459348,1.05020196339619,0.028280494561955,0.987528437109012,0.341933916780496,-1.12770732981275,none
0.172153722858647,1.01614957018903,0.01133407431679,1.00115450816006,0.0223665708443506,-0.0976842876629283,none
0.149992213082601,1.40428969718366,0.128532611990167,1.38559409210509,-1.06769231457711,-0.3757271255363,double_click
0.153944420046859,1.42548132212808,0.130312661449516,1.10276333718233,-0.981806639601317,-0.533171006269239,double_click
0.184045191143582,1.03031560139779,0.016036781652643,1.03703676979647,0.275221664198714,-1.41031568218674,none
0.155568208397474,1.4331544619096,0.130312661449516,1.08789406839894,-0.988967262892757,-0.568634710977619,double_click
0.15234059329531,1.41732659668284,0.130312661449516,1.10432677345965,-0.995978634845656,-0.480911951495237,double_click
0.178965209022693,1.01695863738222,0.011585709054168,1.03001116390793,0.606799465698083,-0.306087998627457,none
0.179281174379339,1.01831102051021,0.010097145386536,1.05925886611927,0.343802927543789,-1.16045717422324,none
0.183999073943622,1.02187984597323,0.012166809174321,1.08884978027187,-0.200241124505265,-1.19213379035666,none
0.159005759779182,1.47378975171712,0.14171884468842,0.996551001488177,-1.27680260198318,0.120252524614439,double_click
0.157826859034016,1.46901134857653,0.14171884468842,1.67469663081491,-1.26452369017619,0.131631434478467,double_click
0.156691940504686,1.46367480787034,0.14171884468842,1.04466535082461,-1.27933284024821,0.178888996620239,double_click
0.16901798689832,1.33413085215293,0.135518481011914,1.03136926138271,-2.99445948621092,8.26161386065348,none
0.165633027191022,1.14340508807861,0.053044376807118,0.769685786574141,-0.897153123958724,-0.954831156112117,none
0.17608833509571,1.06702179407914,0.042317849971498,0.923275176488509,-2.25878502554046,4.22385684248423,none
0.14541059073181,1.1214410131894,0.052732111532504,0.988600632169643,0.537068234559415,-1.03269570145738,none
0.15160737731342,1.24571573655154,0.110565962888686,1.28664421181422,-1.36254533933029,1.4932538493861,double_click
0.15263897591643,1.24699756072027,0.110565962888686,0.942331010536627,-1.46615126734836,1.66106822078033,double_click
0.149728241331558,1.23432007056876,0.109927312439462,0.924358433131857,-1.61262521893975,2.2106720382339,double_click
0.149078483957978,1.23713180246509,0.0876646742582724,0.943902435544503,-1.5582478935602,1.12181967715353,double_click
0.14901472937284,1.23689812860028,0.0876646742582724,0.961634048524185,-1.55778733966457,1.12457832077997,double_click
0.165929188924069,1.01812697410359,0.010822214273177,0.959853972699576,0.179259117750826,-0.73875472710113,none
0.139882148779753,1.43547286256874,0.125260720170302,1.05765095962806,-1.35746545791689,0.474705646415255,double_click
0.136244148344704,1.4189384536231,0.125260720170302,1.2618030062263,-1.3496720462164,0.576805757855875,double_click
0.132498257754062,1.40067866068306,0.11832019273375,0.844111051582668,-1.38974400301363,0.772452035861662,double_click
0.128833106021249,1.38410974784779,0.117418301570705,0.844146383082888,-1.39622942659817,0.898473710898553,double_click
0.183198536284124,1.00694811389252,0.00417068696929501,1.04928479946816,-0.465786048565651,-1.14663100970538,none
0.160947240787809,1.39145314388711,0.127005926096801,1.59864223671807,-1.64746173063262,1.31553419149024,double_click
0.159949521916756,1.38739231535516,0.12523663979589,1.04591925790166,-1.66845752258588,1.38164984246799,double_click
0.160202990818699,1.38845031219827,0.126458038794788,1.0451177557821,-1.66166653839009,1.36243538873282,double_click
0.16066782762302,1.39035651980791,0.127005926096801,1.64548660495812,-1.65117836615868,1.33043628898719,double_click
0.159949521916756,1.38739231535516,0.12523663979589,1.04591925790166,-1.66845752258588,1.38164984246799,double_click
0.18018486091972,1.02198870544453,0.017793236773754,1.0485210685202,-3.02816007618759,9.21475203702855,none
0.15367988098182,1.49659432489389,0.134609004582513,1.30200785502834,-1.28747021631963,0.149551505663696,double_click
0.153058868279003,1.49377087602424,0.134609004582513,1.65548990739545,-1.28768704281912,0.164777486206539,double_click
0.152435628587768,1.49074199305773,0.134609004582513,1.44905417434939,-1.29546922360315,0.189566044839106,double_click
0.152078312423372,1.48896381264436,0.134609004582513,1.02362219671648,-1.30176620159109,0.205855721048409,double_click
0.151395397216036,1.4855209115094,0.134341370096198,1.0252479882177,-1.31601003910726,0.239390465605853,double_click
0.176164657434956,1.02960027861994,0.022650387363075,1.02131951315416,-3.17283160785913,9.51846435543521,none
0.178010666558308,1.00290842086752,0.002206913649451,1.0252956171178,0.925379516232475,1.01400723352714,none
0.154296998615694,1.36946395158682,0.125936830826249,1.39540235604483,-1.51279809806581,1.07628783325428,double_click
0.154963796333399,1.37227484090985,0.125936830826249,1.12099321593394,-1.50279237839106,1.0314081838635,double_click
0.154095984274405,1.36857051206105,0.125936830826249,1.01128565503647,-1.51816325171702,1.09365424942972,double_click
0.153886944054405,1.36765561394761,0.125936830826249,1.00623685029747,-1.52303455597898,1.11077506480587,double_click
0.046101478355397,2.640439593169119,0.1977330478704942,1.0069286763917524,1.931196635060301,2.034966204727975,hold
0.07058049186041979,3.245600938529664,0.19803249328744918,0.9547416730223053,0.9981863031857878,-0.8836973314113652,hold
0.05709382573813478,2.552091417892613,0.1836678726695463,0.8912900389938684,1.469665018386229,0.3837886570984006,hold
0.07220328590315782,2.8042693312552025,0.1836678726695463,0.8639074825472691,0.9452208758877886,-0.9710800009762885,hold
0.058446714757427416,2.9962037346595243,0.1708047945136604,0.6166005339119801,1.0738248055322615,-0.5039284867929101,hold
0.04447170839919323,2.676840264462125,0.1687475435181284,0.6579853511771805,1.6017182073314058,1.1811375621044915,hold
0.05437147675386352,2.387092102961438,0.14614495979820288,0.6764874737267249,1.250055983117419,-0.27037005140765524,hold
0.04253493410603304,2.103497449471864,0.1438617220951369,0.7408589071320234,1.9276186196144438,2.0532488855103015,hold
0.23656754894517787,1.012130356638606,0.009036480451482004,1.3361459038191128,-0.4873243841268785,-1.1197627650778594,none
0.21901180168086629,1.2350941239530988,0.12930541935940298,1.3696343259475379,-2.246512153518542,4.0592937572739265,click
0.21388494744259756,1.2269675384534315,0.12930541935940298,1.3755561262963372,-2.109426380627114,3.8336162426359692,click
0.21594323913695881,1.2306837978882414,0.12930541935940298,1.3752475911907618,-2.1411064250758387,3.8372326523097895,click
0.2200378558543313,1.2361869038706306,0.12930541935940298,1.3689758932324365,-2.3001999982576957,4.207929216388182,click
0.23656754894517787,1.012130356638606,0.009036480451482004,1.3361459038191128,-0.4873243841268785,-1.1197627650778594,none
0.18355939462251625,1.206215668968617,0.1049154545257088,1.126350207095081,-2.558315801972563,5.295905014174881,click
0.14095352122296967,1.1413362289078417,0.06996366576484112,1.048480575667186,-3.0524139506669843,9.003947351477274,click
0.1424567727870927,1.1464420537514972,0.0777827273001851,0.868851653978008,-2.8417333681607237,8.053745257998543,click
0.1439707807563165,1.1523116140055794,0.08137398584783209,0.9067375898274291,-2.5590174111920283,6.934204856162957,click
0.14618547150873976,1.1619835480162577,0.0862691919178521,0.9466151908903985,-2.1427257333484713,5.287612154995882,click
0.15790670855192038,1.1385212890935343,0.08580279216289499,1.0879548795864182,0.12560009928058363,-0.0531574395387886,none
0.17231891838501853,1.273651647044677,0.12276062820866221,1.5602728508542478,-2.3669109553826093,4.549021846978554,click
0.172267488978305,1.2734135013143606,0.1221165841471312,1.0712582782830413,-2.3751448183990336,4.574519464891952,click
0.17240387455250292,1.2737601665529343,0.1221165841471312,1.059819808930536,-2.375017013031493,4.568010784704269,click
